riddle,choice0,choice1,choice2,choice3,choice4,label
What kind of soda must you not drink?,detergent,baking soda,beer,skittles,dish soap,1
Why did the coffee file a police report?,highway,mugged,roofied,stabbed,Atlantic,1
If you have any dirty clothes. Then you will need to make use of this. If you go to a laundromat. Youll see lots of these appliances. What is it?,sink,washing machine,dryer,pillow,shoulder,1
"What has wings, but can not fly. Is enclosed, but can outside also lie. Can open itself up, Or close itself away. Is the place of kings and queens, And doggerel of every means. What is it upon which I stand? Which can lead us to different lands.",comma,hyphen,shock,fuel,stage,4
"What has a base but no room, a key but no lock, you can enter but you can't get into it? What is it?",Hawaii,mouse,computer keyboard,Maine,spacebar,2
"My numbers may vary, thin as a sheet, take one away, and we're just not complete. What am I?",book,sister,chapter,novel,daughter,0
I am everywhere. I am inside you. I surround you. I can be seen by you. I can kill you. Yet you play in me. What am I?,grape,water,cucumber,sediment,ocean,1
I'm a type of building but I'm not a shed. I have many rooms but I'm not a house. I have several departments but I'm not a grocery store. I have many beds but I'm not a hotel. I'm where you might go when youre feeling sick but I'm not a drugstore. What am I?,ICU,clinic,ambulance,doctor,hospital,4
I am a body part. Thats attached to your wrist. When I have been curled up. I am known as a fist. What am I?,finger,hand,waterfall,palm,valley,1
I am not a gossip but I get involved in everyone's dirty business. What am I?,pillow,sink,shoulder,washing machine,dryer,3
"I can be lost, yet still without. I can be given, yet still kept. I can be broken, yet in one piece. I can be stolen, yet still in your grasp. What am I?",blood,stomach,before,second,heart,4
"The floors above are deserted at my presence. Children fear my laughter,  and my light goes out in a moment.   What am I?",wealth,hurricane,storm,tornado,electricity,2
If you are unsure how to use one then just ask a flight attendant.,jaylen,sky,sunset,seat belt,silhouette,3
"I have T at my start, I have T at my end. I have T in my middle, And it comes through my bend. What am I?",cup,vase,mug,teapot,bottle,3
"Better catch me if you can.Before your paper changes hands. At the time one makes me, I make sense.But at some point afterwards, one repents. Perhaps unnoticed unless you zoom in.Without me you would not be human. What am I?",tissue box,pillow,mistake,trashcan,neighbour,2
Some of the times I am very shy.But I dare you to look me in the eye.I am huge and tiny in your world and mine.So close and far at the same time. Who am I?,Friday,moon,Thursday,night sky,sun,4
"I have arms and a face, but no body of my own. I have no skin, but I still hold flesh, blood, and bone.",binge,sky,live,watch,clouds,3
It smokes but it is cold.,puck,snow,lava,ice,glacier,3
Whats round black and can get you places.               What am i,gum,tires,wheels,rims,tobacco,1
Found new creative way to get people to stuff themselves with Doritos.,lantern,TacoBell,chipotle,mcdonalds,jingle,1
Blind but cruel.,glacier,justice,conviction,lava,innocence,1
"Sharp projectiles at me fly.To try and pierce my dark red eye, And while my number skills are fine, I place twelve between five and nine. What am I?",dartboard,darts,pool table,chessboard,frisbee,0
Fill in the blank: Ebere is the Michael's daughter. So Michael is the ____ of Ebere's father?,alias,name,doubt,u/,will,1
"I'm done to the chief, And to the king too; A liquid formed to stone, I can hit and hurt you. What am I?",hail,rains,grace,tornado,lightning,0
"I have lakes but no water, No cars but I have streets; Many places and borders, But I'm in one piece. What am I?",atlas,island,compass,waypoint,map,4
"What goes back and forth constantly, but never in a straight line?",see-saw,seesaw,pendulum,ritual,monster,2
What 5 letter word is spelled the same way forwards and backward?,gps,radio,blip,radar,sonar,3
Skirts for men. What am I?,kilt,trousers,bagpipes,skirt,suspenders,0
When I type I tap these on the keys.,tortillas,fingertips,mother fucker,fingernail,palm,1
"When you need a view, look at me, Though I am not what you see. Go ahead and take a stare, I protect you from the elements, yet block you from fresh air. I can be opened, or remain closed. Though when I'm open, you're exposed. What am I?",balcony,window,door,ceiling,curtains,1
What are one of the colors of people's eyes and a food that starts with a N?,strawberry,almond,caramel,cashew,hazelnut,4
"""What does the ""B"" at the end of ""BRB"" stand for?""",forth,highway,home,Atlantic,back,4
"What has only two words, but thousands of letters?",curbside,comma,mailman,hyphen,post office,4
I have a towel that never gets dry. What is it?,tounge,tongue,mouth,hole,lips,1
"Thanks for such treasures as Mariachis, enchiladas and habanero!",Africa,Spain,Mexico,Brazil,Chile,2
I turn on lights and trains. I make speed. Without me you could not play basketball or go for a run.  What am I?,none,everything,veins,blues,energy,4
"I saw a man in white, he looked quite a sight. He was not old, but he stood in the cold. And when he felt the sun, he started to run. Please answer me. Who could he be?",snowman,marshmallow,penguin,icicle,scarecrow,0
"In sluggish stream I flowed from rifted rocks, As flames broke up the stones, and fire applied.The unleashed ardour of the furnace-heat; My form capacious now is clear as ice. Yea, many long to hold me in their hand, Fingering my slippery shape in dainty grasp; But I befool their minds, and while I lay.Sweet kisses on their lips that press me close, And urge their tottering footsteps to a fall.",glacier,water,foam,glass,lava,3
Rain Rain Rain Rain Aid,defense budget,inside,alone,military spending,foreign aid,4
"Looks like water, but it's heat. Sits on sand, lays on concrete. A play on the eyes, but it's all lies.",mirage,rhino,wraith,lifeline,nomad,0
"Without my kiss, the grass won't grow. Without me there, no rivers flow. Without my touch, your life is short, The earth is dust, no ships, no port. What am I?",cucumber,water,sediment,ocean,grape,1
I am a time for gathering crops. Remove the first three letters I become an object you can wear. What am I?,pumpkins,farm,plant,gather,harvest,4
what do you call a pair of pairs?,highway,doc martens,oxfords,Atlantic,pair,4
"I am a window, I am a lamp, I am clouded, I am shining, I am colored and set in white, I fill with water and overflow. I say much, but I have no words.",second,eye,before,cornea,ring,1
At times we wish for it.and at times we don't. It is never here.but sometimes we want it to be. I am not a thing.I am not an imagination.I will never be here. What am I?,saturday,tonight,Monday,tomorrow,today,3
I am an English word that is as long as I am valued. What am I?,three,eight,six,four,five,3
"Almost everybody sees me without noticing me, for what is beyond is what he or she seeks.  What am I?",curtains,window,balcony,ceiling,door,1
"Pronounced as one letter, And written with three, Two letters there are, And two only in me. I'm double, I'm single, I'm black blue and grey, I'm read from both ends, And the same either way.",cornea,second,before,eye,ring,3
"Tear off one and scratch its head, what was red is now black instead. What is It?",matchstick,Hhh,knockout,blowtorch,lighter fluid,0
Everyone has me except for a few. You may not be able to identify me but I can always identify you. What am I?,dna,toothbrush,crime scene,biometrics,fingerprints,4
"I do not breathe, but I run and jump. I do not eat, but I swim and stretch. I do not drink, but I sleep and stand. I do not think, but I grow and play. I do not see, but you see me every day. What am I?",comma,elbow,hyphen,ankle,leg,4
Where can everyone sit on except you?,couch,shoulder,hairpin,lap,pillow,3
What has each others back and one fixes one sometimes makes mistakes,pencil,sharpie,eraser,crayon,paintbrush,0
"I have a name that's not mine, and no one cares about me in their prime. People cry at my sight,and lie by me all day and night.What am I?",lumberjack,Maine,tombstone,Hawaii,casket,2
"Though I am dark, Adam married me. What am I?",Eve,David,Adam,everyone,nothing,0
Voiceless it cries wingless flutters toothless bites mouthless mutters,comma,wind,water,rain,hyphen,1
What can you easily break but never touch?,will,doubt,bet,promise,vow,3
"I have a soul, but I'm not alive.  I carry Human parts inside.  I work best when I'm tied.  What am I?",sock,shoe,sandal,pants,laces,1
What can you add to a wooden box to make it lighter?,surgeon,holes,divots,dentist,gaps,1
I'm a type of public transport. Which follows a certain route. The wheels on me go round and round. Of that there should be no doubt. What am I?,valley,horn,school bus,waterfall,drug addict,2
Imagine that you are a bust driver and you drop 7 kids off at stop T and then you drop 4 kids off at stop O and at stop M you drop all the kids off.    But what is the bus drivers name. ?,u/,doubt,name,alias,will,2
Strictly speaking we are not beings.However without one we are not seen.Angling around from.Dawn to dusk.Only to meet our destiny of.Wasting away at the end of the day.Silently waiting again to play,rise,shadows,reflections,sky,silhouette,1
Sky Sea Smurfs Damson,red,green,sky,blue,silhouette,3
This is an element that dervies from the famed Norse God. What is it?,fission,Tony,quill,thorium,uranium,3
This is an old Canadian riddle from 1300-1900 AD. Brown I am and much admired; Many horses have I tired; Tire a horse and worry a man; Tell me this riddle if you can.,horse,comma,saddle,handlebar,hyphen,2
